"","date","btc.price","tx.vol","exch.vol","tot.wallets","tot.unique.addr","output.vol","tx.block","block.size","tot.hashrate"
"1",2014-01-01,746.9,41476,22489400,970765,83356,525007.90212782,381,13488,11740.802089632
"2",2014-01-03,806.21,63821,37810100,981868,125864,963612.87825426,319,13545,11493.6340975684
"3",2014-01-05,896,55761,72898500,993338,106688,847976.26300753,280,13602,12692.3566721614
"4",2014-01-07,867.38,62126,81311700,1007391,121152,866610.19086104,259,13671,13185.9483205232
"5",2014-01-09,809.17,58365,59998600,1021081,114730,594481.55042817,360,13730,12762.8697647845
"6",2014-01-11,891.85,56464,44754200,1032586,110670,438326.06694852,287,13787,14596.2101729856
"7",2014-01-13,807.83,54756,45580900,1044258,110334,506489.6974431,326,13840,18058.6488747028
"8",2014-01-15,847.7,60392,28107200,1056556,115087,717169.64756422,321,13897,15211.9653082472
"9",2014-01-17,793,58397,39031700,1069475,113632,464566.52066186,349,13954,13610.7058021159
"10",2014-01-19,833,49224,24365700,1081937,94782,509881.87175671,346,14004,16368.4305071198
"11",2014-01-21,822.56,71521,18997300,1094815,136930,615535.64463269,322,14072,15300.924169699
"12",2014-01-23,813.02,63527,15607100,1109187,127975,550964.53966759,395,14137,15834.6773384094
"13",2014-01-25,806,55371,24303900,1124732,108098,534461.28935303,380,14197,16903.7992186766
"14",2014-01-27,777,60746,49233600,1136756,145032,789929.91361946,288,14254,17558.1398335931
"15",2014-01-29,803.6,61786,17984400,1151305,124466,482434.92966879,303,14316,17230.9695261348
"16",2014-01-31,802.5,61999,17107900,1163953,132531,455912.56654336,397,14377,20066.4455241064
"17",2014-02-02,819.57,50400,11300900,1175250,112877,455281.81243648,435,14434,19412.1049091899
"18",2014-02-04,809.05,65812,16609700,1187610,140332,678275.46040309,392,14502,18430.5939868151
"19",2014-02-06,778,69721,50108700,1200142,142991,853640.94602218,376,14577,21761.8906024157
"20",2014-02-08,707,64069,38742600,1212010,131014,602439.98447918,371,14650,22804.3763797769
"21",2014-02-10,665,67622,112758000,1224187,155591,640746.22963622,356,14712,19937.5404920335
"22",2014-02-12,667.01,62805,25367600,1235899,121999,655177.74973394,344,14784,21761.8906024157
"23",2014-02-14,672.1,76660,102506000,1246606,148377,788230.06913419,347,14866,24889.3479344994
"24",2014-02-16,623.5,56785,40061700,1256708,110198,535099.11889221,437,14929,25149.9693788397
"25",2014-02-18,626.77,68333,20015100,1266787,163002,505763.65415401,322,14997,25980.5116973035
"26",2014-02-20,582.7,71666,46905000,1278074,159962,494954.94146968,494,15075,26602.7994026282
"27",2014-02-22,603.98,59691,31254000,1287551,132542,376956.44479346,392,15148,25513.79591831
"28",2014-02-24,545,68496,57893900,1297395,167219,753715.2433615,428,15222,28314.0905922709
"29",2014-02-26,585.38,71527,64642700,1309676,166920,686983.72460139,511,15313,28158.5186659398
"30",2014-02-28,577.97,71658,28076100,1320250,145830,601985.11913715,460,15391,35659.9638677987
"31",2014-03-02,559.88,59067,7950760,1329950,139563,539949.01498837,416,15466,28262.4181718192
"32",2014-03-04,677.61,85916,55344600,1340251,201394,1100369.10187331,373,15562,26365.6115831065
"33",2014-03-06,657.02,71619,16068100,1350166,171560,672160.80575301,452,15650,30728.2667371457
"34",2014-03-08,609,71019,18654200,1359174,154394,1754719.95561641,445,15728,33194.1153024722
"35",2014-03-10,621.99,66786,20639800,1367298,164890,1634554.23194522,376,15802,31297.3087137595
"36",2014-03-12,642.1,76019,18621200,1375583,165460,1002730.26825918,364,15887,31866.3506903734
"37",2014-03-14,636.47,68735,11913800,1383969,139218,689820.95710827,434,15968,29367.8475506144
"38",2014-03-16,634.94,58730,5277290,1391529,121995,462623.86095366,408,16031,33382.1576474609
"39",2014-03-18,627,57881,24011500,1395653,140518,2075230.60837841,277,16090,30635.5244233027
"40",2014-03-20,590,72117,20572900,1403048,141026,775632.17229385,480,16159,35283.6729564935
"41",2014-03-22,557,69139,17360700,1411232,137388,458635.5371787,424,16244,37185.1882655261
"42",2014-03-24,572,67382,22706900,1419150,155589,638123.37551283,321,16312,42044.6162774982
"43",2014-03-26,585.7,69897,16401100,1428415,146464,501214.93317907,375,16389,39324.9976022039
"44",2014-03-28,503,69155,58828300,1436682,163425,806230.24878874,360,16470,45547.3073493881
"45",2014-03-30,449.02,55333,42958300,1443948,150155,551880.31495513,326,16532,37084.9660932176
"46",2014-04-01,479.51,64692,35685800,1451982,157020,703152.6026941,334,16604,44551.7377898386
"47",2014-04-03,446.31,67292,40765500,1459364,137224,842061.80306996,449,16678,51769.6170965723
"48",2014-04-05,451.84,59610,13404500,1466318,135497,753433.73427552,394,16749,54454.168877057
"49",2014-04-07,447.74,62222,15616600,1473588,134360,445138.84882976,324,16813,44415.1321567057
"50",2014-04-09,443.1,64278,13204400,1481350,144875,485103.87810632,353,16892,44110.9189227557
"51",2014-04-11,427.99,66874,62562800,1490494,146801,827736.81518432,459,16971,45327.7718585558
"52",2014-04-13,405,49420,22493500,1497044,150009,377624.96825029,362,17029,60538.4335560578
"53",2014-04-15,489.91,74882,49561000,1504640,166401,680667.7525881,290,17111,59321.5806202576
"54",2014-04-17,495,67212,34025500,1512017,141012,815861.17858358,475,17194,60364.1060676353
"55",2014-04-19,499.9,56685,19588200,1518969,127435,581524.68202475,460,17258,56547.9844196814
"56",2014-04-21,496.5,57961,15171400,1526798,124225,704751.17421846,328,17321,61404.8665170773
"57",2014-04-23,487.3,72147,9814530,1534956,134126,722510.50603313,378,17400,60711.0262174494
"58",2014-04-25,459.15,78038,46856500,1542893,157853,550861.72910345,437,17482,56894.9045694954
"59",2014-04-27,440.1,50392,10949500,1550878,147987,278902.36639301,355,17546,57935.6650189374
"60",2014-04-29,447.7,64207,16401400,1558676,145888,566494.92181055,337,17618,54813.3836706114
"61",2014-05-01,460.01,60910,12871800,1565426,134499,471807.9025223,412,17690,66817.8858733963
"62",2014-05-03,434.5,56112,9849640,1571997,103028,658967.9920934,438,17753,57272.4736057682
"63",2014-05-05,427.83,63433,10004800,1578831,113712,575576.64310917,337,17817,49715.688893896
"64",2014-05-07,446.65,70424,18332200,1586766,137586,799617.09275838,446,17897,64829.2583176404
"65",2014-05-09,452.02,67693,10347900,1593737,140925,1352519.57827306,466,17972,66022.4348510939
"66",2014-05-11,435,51666,12251700,1599792,143525,481606.52048837,378,18034,66022.4348510939
"67",2014-05-13,438.95,70672,7682670,1606735,125036,708545.99580866,328,18112,74817.9710179175
"68",2014-05-15,448.99,72761,7362980,1614349,151809,790157.09320693,388,18192,73057.5481704371
"69",2014-05-17,449.08,55577,2945790,1620557,115383,484797.37322473,425,18264,80539.3452722289
"70",2014-05-19,446.42,60368,6242620,1627280,127935,478218.72147765,346,18334,77898.7110010083
"71",2014-05-21,494.87,71120,14626000,1634540,145579,880729.10976052,389,18419,78338.8167128784
"72",2014-05-23,527.47,74593,34934700,1641667,155129,1246459.49216516,408,18501,69536.7024754763
"73",2014-05-25,575,53928,47010300,1647891,159903,808996.96560082,410,18566,78483.2567556605
"74",2014-05-27,581.87,67040,38032000,1655830,145771,889789.70970226,295,18643,67048.6100760278
"75",2014-05-29,568,65930,18707800,1664442,143379,700606.52299748,371,18723,68088.1234105399
"76",2014-05-31,620.45,55166,15107100,1672398,123216,602173.78059198,459,18793,79003.0134229165
"77",2014-06-02,631.49,61179,45450200,1680069,140278,711248.76116934,347,18863,93036.4434388293
"78",2014-06-04,644.66,66435,37731500,1688351,154092,924375.50407307,411,18943,95115.4701078534
"79",2014-06-06,655.75,64859,18680100,1696012,150478,1178339.3234135,421,19021,86494.3621241971
"80",2014-06-08,652,47730,8614190,1703187,153084,815990.02889214,387,19080,87663.2048556052
"81",2014-06-10,649.89,65460,17913400,1711347,150796,614894.55200349,289,19154,103442.581729614
"82",2014-06-12,617,61583,50818800,1720129,140825,686936.35310038,377,19227,90585.3116841254
"83",2014-06-14,557.92,58961,38481200,1727532,136421,472211.46093956,412,19299,102858.16036391
"84",2014-06-16,595,65347,28677500,1735471,144825,723679.88304108,274,19369,118637.537237919
"85",2014-06-18,604.6,66992,17862000,1744305,153204,573046.44296623,358,19445,113768.842858603
"86",2014-06-20,593.33,59884,18134100,1752029,142279,609970.36412051,342,19517,123807.270169656
"87",2014-06-22,596.08,50429,10877700,1759074,166479,520673.98660926,335,19580,129161.098068884
"88",2014-06-24,585.54,64766,14144900,1766949,149893,974332.67512282,300,19650,132507.240505902
"89",2014-06-26,569,62354,14655900,1775116,141973,523609.74455096,514,19724,114438.071346006
"90",2014-06-28,597.08,56883,13398100,1782880,123855,386544.90990579,475,19792,125145.727144463
"91",2014-06-30,620,62009,46422400,1791263,136152,586067.1146616,319,19861,104506.281189491
"92",2014-07-02,654,67724,25768200,1800748,152310,953854.0658648,431,19946,116210.984682714
"93",2014-07-04,635.49,61901,22237200,1809955,128352,425600.3181073,444,20017,133768.039922549
"94",2014-07-06,634.49,53366,10080000,1817503,163209,392600.46040786,399,20077,124571.487177873
"95",2014-07-08,623.7,70042,10005500,1826405,192201,400562.56687498,344,20154,135440.140421581
"96",2014-07-10,619.78,64146,15880700,1835713,149129,509362.75406203,503,20235,128751.738425453
"97",2014-07-12,631.98,54181,13329000,1844181,145144,457155.40527348,401,20303,137948.291170128
"98",2014-07-14,622.8,59877,12706800,1852238,133673,448907.65125113,340,20370,124959.983751021
"99",2014-07-16,619.48,67767,13182400,1860837,151081,567687.77669964,413,20447,142195.843578748
"100",2014-07-18,629.86,62427,14158100,1869646,141439,552675.72797097,471,20523,137025.08563043
"101",2014-07-20,623.77,54742,5760120,1878182,176955,261004.70793082,402,20591,146504.80853568
"102",2014-07-22,621.03,66921,9602880,1887510,134257,409845.87994376,329,20665,123236.397768248
"103",2014-07-24,601.18,64815,20917200,1896770,150217,518394.67391571,434,20740,128407.155716566
"104",2014-07-26,595.88,57528,10752900,1905232,130299,349792.16065384,439,20810,130395.098646876
"105",2014-07-28,586.96,59561,19316400,1913748,135674,443294.08273934,354,20878,126669.524399822
"106",2014-07-30,573.48,64442,14898800,1930905,151806,401968.06497898,467,20953,162993.873308595
"107",2014-08-01,601.94,69283,18215900,1943654,146378,467637.6989372,515,21032,142503.2149498
"108",2014-08-03,589.79,52550,9917990,1954683,155660,444379.29053042,429,21095,141571.821388037
"109",2014-08-05,580.21,72928,10790800,1970816,166966,529514.94170465,326,21172,122943.950152769
"110",2014-08-07,587.24,70732,11131400,1984961,153189,452393.10864954,435,21258,146228.789196854
"111",2014-08-09,588.61,62960,7922070,1995407,130400,420310.58175391,477,21334,169672.521356757
"112",2014-08-11,578.97,70184,14764200,2005514,161536,495304.6170007,440,21412,178499.415531385
"113",2014-08-13,550.14,75011,25777500,2017054,173743,717606.61444137,388,21502,153980.265046305
"114",2014-08-15,498.16,69698,25598300,2027773,155144,796925.764746,462,21589,159864.861162724
"115",2014-08-17,491.88,59319,24300900,2037795,180542,493900.28127233,423,21679,161826.393201531
"116",2014-08-19,487.5,75458,38422400,2049465,172107,655716.688396,335,21758,202037.799997063
"117",2014-08-21,525.78,75470,49444200,2060507,176373,613696.60549764,445,21841,199134.596112222
"118",2014-08-23,503.88,60189,25171900,2070778,135772,667276.92192128,382,21912,186096.021366779
"119",2014-08-25,503.79,66411,18356700,2081034,148320,837227.98451584,371,21983,158833.546899034
"120",2014-08-27,514.84,74318,22648500,2092230,160858,1473447.11070562,441,22066,190837.321274213
"121",2014-08-29,511.99,67664,17624800,2103178,145588,527726.82576211,453,22142,196763.946158505
"122",2014-08-31,477.98,59751,44632300,2114088,172302,545659.85816352,449,22210,231138.3704874
"123",2014-09-02,483.65,71539,23337900,2125124,153606,574246.06616168,362,22288,194978.303194365
"124",2014-09-04,486,70940,26081400,2135769,152304,443030.79179177,605,22367,227701.934499713
"125",2014-09-06,481.09,67529,10601400,2145615,143414,391892.95539123,417,22442,229065.419137436
"126",2014-09-08,476.61,71754,30238000,2164136,151689,519189.74120786,353,22520,208613.149571593
"127",2014-09-10,485.03,76417,22787800,2175346,164564,506624.70656286,500,22620,212703.603484762
"128",2014-09-12,470.43,66303,15437200,2184552,148941,454009.52762829,422,22693,219521.026673376
